영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우,등수,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관람객,장르,등급,영화구분,러닝타임,권장연령
슈퍼 마리오 브라더스,https://www.kobis.or.kr/common/mast/movie/2023/04/427058c41a394d3facb6c78037a1207f.jpg,슈퍼 마리오 브라더스.jpg,20227890,"장편 | 일반영화 | 애니메이션, 어드벤처, 코미디 | 92분 17초 | 전체관람가 | 미국","2D,3D,4D,IMAX,DOLBYCINEMA",[주연] 크리스 프랫(슈퍼 마리오) | 안야 테일러 조이(피치 공주) | 잭 블랙(쿠파) | 찰리 데이(루이지),26,,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2023-04-26,개봉영화,장편,미국,1526,23548177482,2394076,5765317428,556377,애니메이션,전체관람가,일반영화,92분 17초,전체관람가
의뢰인,https://www.kobis.or.kr/upload/up_img/2011/09/mov_1H2FJ2_20110915150609_1.jpg,의뢰인.jpg,20110613,장편 | 일반영화 | 스릴러 | 123분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 박희순 | 장혁 | 하정우 | 허재호(배심원),252,손영성,청년필름(주),,(주)쇼박스,2011-09-29,개봉영화,장편,한국,522,17797042500,2393086,5652134000,719601,스릴러,15세이상관람가,일반영화,123분 0초,15세이상관람가
화이: 괴물을 삼킨 아이,https://www.kobis.or.kr/common/mast/movie/2013/09/72f1b9cbab8a415a8f4ae5dadb8c7d1f.jpg,화이- 괴물을 삼킨 아이.jpg,20123383,"장편 | 일반영화 | 액션, 스릴러 | 125분 11초 | 청소년관람불가 | 한국","필름,2D,4D",[주연] 여진구(화이) | 김윤석(석태) | 조진웅(기태) | 장현성 | 김성균 | 박해준(범수) | 임지은 | 남지현,253,장준환,"나우필름(주),파인하우스필름(주),(주)쇼박스",,(주)쇼박스,2013-10-09,개봉영화,장편,한국,817,17678676795,2391963,5419118695,697799,액션,청소년관람불가,일반영화,125분 11초,청소년관람불가
007 스카이폴,https://www.kobis.or.kr/common/mast/movie/2014/05/0a354639124b492c94d40454042531c5.jpg,007 스카이폴.jpg,20113461,"장편 | 일반영화 | 액션 | 143분 0초 | 15세이상관람가 | 미국, 영국","필름,2D,IMAX",[주연] 다니엘 크레이그 | 하비에르 바르뎀 | 주디 덴치 | 랄프 파인즈 | 나오미 해리스 | 베레니스 말로에,254,샘 멘데스,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2012-10-26,개봉영화,장편,미국,748,17487213000,2376145,6160910500,793030,액션,15세이상관람가,일반영화,143분 0초,15세이상관람가
가문의 영광4 - 가문의 수난,https://www.kobis.or.kr/upload/up_img/2011/08/mov_8I619J_20110826144107_1.jpg,가문의 영광4 - 가문의 수난.jpg,20112272,장편 | 일반영화 | 코미디 | 103분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 김수미 | 신현준 | 임형준 | 정준하(종면) | 탁재훈(장석재) | 현영,255,정태원,(주)태원엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),2011-09-07,개봉영화,장편,한국,537,17762035500,2363955,4095559500,516319,코미디,15세이상관람가,일반영화,103분 0초,15세이상관람가
블라인드,https://www.kobis.or.kr/common/mast/movie/2020/12/1355e59537c948afa6e12ad504e3f31d.jpg,블라인드.jpg,20078386,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 102분 42초 | 15세이상관람가 | 네덜란드","필름,2D",[주연] 요런 셀데슬라흐츠 | 핼리너 레인 | 카텔리즈네 베르베케 | 얀 데클레흐,256,안상훈,(주)문와쳐,,(주)넥스트엔터테인먼트월드(NEW),2011-08-10,개봉영화,장편,한국,404,18361430500,2362906,5974758500,736580,스릴러,청소년관람불가,일반영화,102분 42초,15세이상관람가
박열,https://www.kobis.or.kr/common/mast/movie/2017/06/e8a58cdbaaa74bf883dec20ad4fea263.jpg,박열.jpg,20178982,장편 | 일반영화 | 드라마 | 128분 30초 | 12세이상관람가 | 한국,2D,[주연] 이제훈(박열) | 최희서 | 김인우(미즈노) | 권율(이석),257,이준익,(유)박열문화전문회사,,플러스엠 엔터테인먼트,2017-06-28,개봉영화,장편,한국,1176,18093543795,2359174,4921077395,623230,드라마,12세이상관람가,일반영화,128분 30초,12세이상관람가
라스트 갓파더,https://www.kobis.or.kr/upload/up_img/2010/12/mov_8HD0AF_20101229105210_1.jpg,라스트 갓파더.jpg,20101209,"장편 | 일반영화 | 코미디 | 103분 0초 | 12세이상관람가 | 한국, 미국","필름,2D",[주연] 심형래(영구) | 마이클 리스폴리(토니 5세) | 하비 케이틀(돈 카리니) | 제이슨 미웨스(비니) | 조셀린 도나휴(낸시 본판티),258,심형래,㈜영구아트,,CJ ENM,2010-12-29,개봉영화,장편,한국,547,16832542997,2316099,4836322500,633176,코미디,12세이상관람가,일반영화,103분 0초,12세이상관람가
모아나,https://www.kobis.or.kr/common/mast/movie/2017/01/43e59066a8c04fa4b4d0beeae50ca2f1.jpg,모아나.jpg,20165443,장편 | 일반영화 | 애니메이션 | 113분 29초 | 전체관람가 | 미국,"2D,3D,4D",[주연] 드웨인 존슨(마우이 목소리 역) | 아우이 크라발호(모아나 목소리 역) | 알란 터딕 | 제메인 클레멘트 | 테무에라 모리슨,260,"론 클레멘츠,존 머스커",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-01-12,개봉영화,장편,미국,953,18055062307,2310054,4735422707,572295,애니메이션,전체관람가,일반영화,113분 29초,전체관람가
테이큰 2,https://www.kobis.or.kr/common/mast/movie/2012/08/a9edfd720b724113b6ed565543019b53.jpg,테이큰 2.jpg,20128447,"장편 | 일반영화 | 액션, 범죄, 드라마 | 92분 0초 | 청소년관람불가 | 프랑스","필름,2D,4D",[주연] 리암 니슨 | 매기 그레이스 | 팜키 얀센 | 라드 세르베드지야,261,올리비에 메가턴,,이십세기폭스코리아(주),이십세기폭스코리아(주),2012-09-27,개봉영화,장편,프랑스,682,17581098553,2308596,5503312053,692896,액션,청소년관람불가,일반영화,92분 0초,청소년관람불가
하녀,https://www.kobis.or.kr/upload/up_img/2011/03/mov_093H94_20110309145910_1.jpg,하녀.jpg,20100188,"장편 | 일반영화 | 스릴러, 멜로/로맨스 | 106분 0초 | 청소년관람불가 | 한국","필름,2D","[주연] 전도연(하녀, 은이) | 이정재(주인남자, 훈) | 윤여정(하녀, 병식) | 서우(안주인, 해라)",262,임상수,"(주)싸이더스,(주)미로비젼",,(주)싸이더스,2010-05-13,개봉영화,장편,한국,577,17310669976,2304487,5832848500,740713,스릴러,청소년관람불가,일반영화,106분 0초,청소년관람불가
메이즈 러너: 데스 큐어,https://www.kobis.or.kr/common/mast/movie/2018/01/864c99155e6a48f0929e1ac23a7fa641.jpg,메이즈 러너- 데스 큐어.jpg,20175054,"장편 | 일반영화 | 액션, SF, 스릴러 | 142분 41초 | 12세이상관람가 | 미국","2D,4D,IMAX",[주연] 딜런 오브라이언 | 토마스 생스터 | 카야 스코델라리오 | 이기홍,263,웨스 볼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-01-17,개봉영화,장편,미국,1090,18902873104,2299732,5015312604,582686,액션,12세이상관람가,일반영화,142분 41초,12세이상관람가
분노의 질주: 더 얼티메이트,https://www.kobis.or.kr/common/mast/movie/2021/04/9520edbd1421425b8ca2fac6ebddf127.jpg,분노의 질주- 더 얼티메이트.jpg,20205041,장편 | 일반영화 | 액션 | 142분 40초 | 12세이상관람가 | 미국,"2D,4D,IMAX,DOLBYCINEMA",[주연] 빈 디젤 | 존 시나 | 성 강 | 샤를리즈 테론 | 미셸 로드리게즈 | 조다나 브루스터 | 헬렌 미렌,264,저스틴 린,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-05-19,개봉영화,장편,미국,2297,22059658060,2292415,5325279420,542395,액션,12세이상관람가,일반영화,142분 40초,12세이상관람가
맘마미아!2,https://www.kobis.or.kr/common/mast/movie/2018/08/f7e47d6af21f40459c36b62192c0a673.jpg,맘마미아!2.jpg,20181942,장편 | 일반영화 | 뮤지컬 | 113분 40초 | 12세이상관람가 | 미국,"2D,IMAX",[주연] 아만다 사이프리드 | 릴리 제임스 | 메릴 스트립 | 피어스 브로스넌 | 제레미 어바인 | 콜린 퍼스 | 휴 스키너 | 스텔란 스카스가드 | 조쉬 딜란 | 줄리 월터스 | 알렉사 데이비스 | 크리스틴 바란스키 | 제시카 키나 윈 | 도미닉 쿠퍼 | 셰어 | 앤디 가르시아,265,올 파커,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-08-08,개봉영화,장편,미국,750,19532365003,2285143,6377571153,732343,뮤지컬,12세이상관람가,일반영화,113분 40초,12세이상관람가
호빗: 스마우그의 폐허,https://www.kobis.or.kr/common/mast/movie/2013/11/858a03f3662c4ca485a6f4b45f152d81.jpg,호빗- 스마우그의 폐허.jpg,20134267,"장편 | 일반영화 | 어드벤처, 드라마, 판타지 | 161분 4초 | 12세이상관람가 | 미국, 뉴질랜드","필름,2D,3D,4D,IMAX",[주연] 마틴 프리먼 | 베네딕트 컴버배치 | 케이트 블란쳇 | 올랜도 블룸 | 리차드 아미티지 | 루크 에반스 | 휴고 위빙 | 크리스토퍼 리 | 에반젤린 릴리,266,피터 잭슨,,워너브러더스 코리아(주),워너브러더스 코리아(주),2013-12-12,개봉영화,장편,미국,811,17850613316,2282744,3736656816,471461,어드벤처,12세이상관람가,일반영화,161분 4초,12세이상관람가
나잇&데이,https://www.kobis.or.kr/upload/up_img/cleansing/10/mov_20100310_3.jpg,나잇&데이.jpg,20100310,"장편 | 일반영화 | 액션, 코미디 | 109분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 톰 크루즈(로이 밀러) | 카메론 디아즈(준 헤이븐스),267,제임스 맨골드,"뉴리전시 픽쳐스,리젠시 엔터프라이즈,이십세기폭스필름코퍼레이션,트리 라인 필름,로드레벨,핑크",이십세기폭스코리아(주),이십세기폭스코리아(주),2010-06-24,개봉영화,장편,미국,501,17054262425,2282191,6032890000,771899,액션,15세이상관람가,일반영화,109분 0초,15세이상관람가
미니언즈2,https://www.kobis.or.kr/common/mast/movie/2022/06/06b63ec1d5074fa797be6d5c8d268995.jpg,미니언즈2.jpg,20205362,"장편 | 일반영화 | 애니메이션, 어드벤처, 코미디 | 87분 26초 | 전체관람가 | 미국","2D,4D",[주연] 피에르 꼬팽(밥/케빈/스튜어트/미니언즈) | 스티브 카렐(그루) | 타라지 P. 헨슨(벨 바텀),27,카일 발다,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-07-20,개봉영화,장편,미국,1394,21999556172,2269024,4467034398,436111,애니메이션,전체관람가,일반영화,87분 26초,전체관람가
컨저링,https://www.kobis.or.kr/common/mast/movie/2013/09/987dc00dbc6b4dfc8325066155262996.jpg,컨저링.jpg,20131381,"장편 | 일반영화 | 공포(호러), 스릴러 | 111분 46초 | 15세이상관람가 | 미국","필름,2D",[주연] 베라 파미가(로레인 워렌) | 패트릭 윌슨(에드 워렌) | 릴리 테일러(캐롤린 페론),268,제임스 완,,워너브러더스 코리아(주),워너브러더스 코리아(주),2013-09-17,개봉영화,장편,미국,553,16353225777,2262758,4503892277,593487,공포(호러),15세이상관람가,일반영화,111분 46초,15세이상관람가
슈렉 포에버,https://www.kobis.or.kr/upload/up_img/cleansing/33/mov_20100333_3.jpg,슈렉 포에버.jpg,20100333,"장편 | 일반영화 | 애니메이션, 코미디, 가족 | 93분 0초 | 전체관람가 | 미국","필름,2D,3D,4D,IMAX",[주연] 마이크 마이어스(슈렉) | 카메론 디아즈(피오나) | 에디 머피(동키) | 안토니오 반데라스(장화신은 고양이) | 장광(슈렉 (한국어 목소리)) | 김옥경(피오나 (한국어 목소리)) | 이인성(동키 (한국어 목소리)) | 이봉준(장화 신은 고양이 (한국어 목소리)),269,마이크 미첼,드림웍스 애니메이션,CJ ENM,CJ ENM,2010-07-01,개봉영화,장편,미국,561,23178925617,2261356,8349179500,767056,애니메이션,전체관람가,일반영화,93분 0초,전체관람가
배트맨 대 슈퍼맨: 저스티스의 시작,https://www.kobis.or.kr/common/mast/movie/2016/03/1d484990ec3c491091d619edfe055e62.jpg,배트맨 대 슈퍼맨- 저스티스의 시작.jpg,20152781,"장편 | 일반영화 | 액션, 어드벤처, 판타지 | 151분 27초 | 12세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 헨리 카빌 | 벤 애플렉 | 에이미 아담스 | 로렌스 피쉬번 | 제시 아이젠버그 | 제레미 아이언스 | 홀리 헌터 | 갤 가돗,270,잭 스나이더,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-03-24,개봉영화,장편,미국,1709,18906246428,2256913,5864824079,663637,액션,12세이상관람가,일반영화,151분 27초,12세이상관람가
레디 플레이어 원,https://www.kobis.or.kr/common/mast/movie/2023/04/0a320ddaf5e94675b3fcd5735df2c4db.jpg,레디 플레이어 원.jpg,20171122,"장편 | 일반영화 | 액션, SF, 어드벤처 | 139분 49초 | 12세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 마크 라이런스 | 사이먼 페그 | 올리비아 쿡 | 타이 쉐리던 | 벤 멘델슨 | T.J. 밀러,271,스티븐 스필버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),2018-03-28,개봉영화,장편,미국,1079,19933108071,2254430,7259199621,763259,액션,12세이상관람가,일반영화,139분 49초,12세이상관람가
배틀쉽,https://www.kobis.or.kr/common/mast/movie/2012/03/67d766705d584bcdaeca6ef5984f1ec9.jpg,배틀쉽.jpg,20112134,"장편 | 일반영화 | SF, 액션 | 131분 0초 | 12세이상관람가 | 미국","필름,2D,IMAX",[주연] 리암 니슨(셰인) | 테일러 키치(알렉스 하퍼) | 알렉산더 스카르가드(스톤 하퍼) | 브룩클린 데커(사만다) | 리한나(코라 레익스),272,피터 버그,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-04-11,개봉영화,장편,미국,736,16545921500,2241687,4666555500,597715,SF,12세이상관람가,일반영화,131분 0초,12세이상관람가
셜록홈즈 : 그림자 게임,https://www.kobis.or.kr/common/mast/movie/2011/12/25f8a200dcc74543b04158cc468a9da0.jpg,셜록홈즈 - 그림자 게임.jpg,20112621,"장편 | 일반영화 | 액션, 미스터리 | 128분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 로버트 다우니 주니어 | 주드 로,273,가이 리치,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-12-21,개봉영화,장편,미국,370,16670913500,2239156,6013564500,774620,액션,15세이상관람가,일반영화,128분 0초,15세이상관람가
7광구,https://www.kobis.or.kr/upload/up_img/2011/07/mov_7FAJIH_20110720175608_1.jpg,7광구.jpg,20119513,"장편 | 일반영화 | SF, 액션, 스릴러 | 101분 0초 | 15세이상관람가 | 한국","필름,2D,3D,4D,IMAX",[주연] 하지원 | 박철민 | 이한위(장문형) | 오지호 | 송새벽 | 안성기,274,김지훈,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2011-08-04,개봉영화,장편,한국,812,19314027000,2232179,4908554500,528995,SF,15세이상관람가,일반영화,101분 0초,15세이상관람가
타짜: 원 아이드 잭,https://www.kobis.or.kr/common/mast/movie/2019/08/e42bc76bd69046c78b7d6737b351bd77.jpg,타짜- 원 아이드 잭.jpg,20184572,"장편 | 일반영화 | 범죄, 드라마 | 139분 47초 | 청소년관람불가 | 한국",2D,[주연] 박정민(도일출) | 류승범(애꾸) | 최유화(마돈나),275,권오광,"(주)싸이더스,(주)엠씨엠씨,(주)비에이엔터테인먼트",,롯데컬처웍스(주)롯데엔터테인먼트,2019-09-11,개봉영화,장편,한국,1429,19673441214,2227671,4585277834,513548,범죄,청소년관람불가,일반영화,139분 47초,청소년관람불가
마당을 나온 암탉,https://www.kobis.or.kr/upload/up_img/2011/04/mov_J3FA9H_20110428133502_1.jpg,마당을 나온 암탉.jpg,20110279,장편 | 일반영화 | 애니메이션 | 93분 0초 | 전체관람가 | 한국,"필름,2D",[주연] 문소리(잎싹) | 박철민(달수) | 최민식(나그네) | 유승호(초록이) | 김상현(애꾸눈 족제비),276,오성윤,"(주)오돌또기 ,(주)명필름",,롯데쇼핑㈜롯데엔터테인먼트,2011-07-28,개봉영화,장편,한국,345,14656535500,2199048,3749312000,538167,애니메이션,전체관람가,일반영화,93분 0초,전체관람가
싱크홀,https://www.kobis.or.kr/common/mast/movie/2021/07/1244e3eee57149aa8542763d572a1253.jpg,싱크홀.jpg,20196270,장편 | 일반영화 | 코미디 | 113분 56초 | 12세이상관람가 | 한국,2D,[주연] 차승원(정만수) | 김성균(박동원) | 이광수(김승현) | 권소현(영이) | 김혜준(은주),277,김지훈,(주)더타워픽쳐스,,(주)쇼박스,2021-08-11,개봉영화,장편,한국,1603,21395652690,2195683,3909551320,395724,코미디,12세이상관람가,일반영화,113분 56초,12세이상관람가
악의 연대기,https://www.kobis.or.kr/common/mast/movie/2015/04/346e6db8b86342388f9487aa73edb360.jpg,악의 연대기.jpg,20149569,장편 | 일반영화 | 스릴러 | 102분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 손현주 | 마동석 | 최다니엘(김진규) | 박서준(차동재),278,백운학,(주)비에이엔터테인먼트,,(주)씨제이이엔엠,2015-05-14,개봉영화,장편,한국,776,17360123332,2192243,4131865932,498114,스릴러,15세이상관람가,일반영화,102분 0초,15세이상관람가
