,영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
511,127시간,https://www.kobis.or.kr/upload/up_img/2011/02/mov_6E9E1G_20110211114622_1.jpg,127시간.jpg,20119358,"장편 | 일반영화 | 드라마, 스릴러 | 93분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 제임스 프랭코(아론 랠스톤)
512,레전드,https://www.kobis.or.kr/common/mast/movie/2015/11/731a3a38393f4a338933bfda43dc39e2.jpg,레전드.jpg,20155202,"장편 | 일반영화 | 액션, 범죄, 드라마 | 131분 32초 | 청소년관람불가 | 프랑스, 영국","필름,2D",[주연] 톰 하디 | 태런 에저튼 | 에밀리 브라우닝
513,밤쉘: 세상을 바꾼 폭탄선언,https://www.kobis.or.kr/common/mast/movie/2020/06/29b660a478fe4729a826167c1dd1769d.jpg,밤쉘- 세상을 바꾼 폭탄선언.jpg,20204644,"장편 | 예술영화 | 드라마 | 108분 51초 | 15세이상관람가 | 미국, 캐나다",2D,[주연] 샤를리즈 테론 | 니콜 키드먼 | 마고 로비
514,핵소 고지,https://www.kobis.or.kr/common/mast/movie/2017/01/ca409dc0671a45fdbe5f496e096f753e.jpg,핵소 고지.jpg,20167922,"장편 | 일반영화 | 드라마, 전쟁 | 138분 54초 | 15세이상관람가 | 미국, 호주",2D,[주연] 앤드류 가필드 | 샘 워싱턴 | 휴고 위빙
515,아빠가 여자를 좋아해,https://www.kobis.or.kr/upload/up_img/cleansing/90/mov_20090890_3.jpg,아빠가 여자를 좋아해.jpg,20090890,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 113분 0초 | 12세이상관람가 | 한국","필름,2D","[주연] 김지석(특수분장사, 준서) | 이나영(포토그래퍼, 지현 역 ) | 박정현 (나현 역) | 김희수(유빈)"
516,허트 로커,https://www.kobis.or.kr/common/mast/movie/2021/03/7a7080f540114085ba589ba00d13cbde.jpg,허트 로커.jpg,20100176,"장편 | 예술영화 | 전쟁, 액션 | 130분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 제레미 레너 | 안소니 마키 | 가이 피어스 | 랄프 파인즈
517,문라이트,https://www.kobis.or.kr/common/mast/movie/2017/01/c0b1cc444c2649d596e3e94feac35cd1.jpg,문라이트.jpg,20165927,장편 | 예술영화 | 드라마 | 110분 54초 | 15세이상관람가 | 미국,2D,[주연] 트레반트 로즈 | 앙드레 홀랜드
518,유전,https://www.kobis.or.kr/common/mast/movie/2020/04/883753b17a004d7a8725e8fd97b29470.jpg,유전.jpg,20184801,장편 | 일반영화 | 공포(호러) | 127분 32초 | 15세이상관람가 | 미국,2D,[주연] 토니 콜렛 | 가브리엘 번 | 알렉스 울프 | 밀리 샤피로
519,명탐정 코난:은빛 날개의 마술사,https://www.kobis.or.kr/common/mast/movie/2012/12/5cd797d308cb4f238bb36e812bd7f84c.jpg,명탐정 코난-은빛 날개의 마술사.jpg,20048799,장편 | 일반영화 | 애니메이션 | 107분 0초 | 전체관람가 | 일본,"필름,2D",[주연] 김선혜 | 강수진 | 이정구
520,더 로드,https://www.kobis.or.kr/upload/up_img/cleansing/64/mov_20090864_3.jpg,더 로드.jpg,20090864,"장편 | 일반영화 | SF, 드라마, 스릴러 | 111분 0초 | 15세이상관람가 | 미국",필름,[주연] 비고 모텐슨 | 샤를리즈 테론 | 코디 스밋 맥피(소년)
521,채비,https://www.kobis.or.kr/common/mast/movie/2017/10/273ae52273ae4009ac07dd48b339e049.jpg,채비.jpg,20175441,장편 | 일반영화 | 드라마 | 114분 35초 | 12세이상관람가 | 한국,2D,[주연] 고두심(애순) | 김성균(인규)
522,"나는 내일, 어제의 너와 만난다",https://www.kobis.or.kr/common/mast/movie/2017/09/37594e1da7bb4dc88a2608e2b43c54b7.jpg,"나는 내일, 어제의 너와 만난다.jpg",20176767,"장편 | 예술영화 | 멜로/로맨스, 판타지, SF | 110분 28초 | 12세이상관람가 | 일본",2D,[주연] 후쿠시 소타 | 고마츠 나나 | 히가시데 마사히로
523,톱스타,https://www.kobis.or.kr/common/mast/movie/2013/10/1398645f7f95487cbb709f7583305915.jpg,톱스타.jpg,20120428,장편 | 일반영화 | 드라마 | 114분 15초 | 15세이상관람가 | 한국,"필름,2D",[주연] 엄태웅(태식) | 김민준 | 소이현 | 김준성(태양의노래 칼잡이4)
524,부활,https://www.kobis.or.kr/common/mast/movie/2016/02/acbd0aa004c4492da506cf9bca695107.jpg,부활.jpg,20161881,장편 | 일반영화 | 드라마 | 107분 29초 | 12세이상관람가 | 미국,2D,[주연] 조셉 파인즈 | 톰 펠튼
525,두번할까요,https://www.kobis.or.kr/common/mast/movie/2019/09/2628c8435de6460b9f7c490ce140d928.jpg,두번할까요.jpg,20185361,"장편 | 일반영화 | 코미디, 멜로/로맨스 | 112분 9초 | 15세이상관람가 | 한국",2D,[주연] 권상우(현우) | 이정현(선영) | 이종혁(상철)
526,업사이드 다운,https://www.kobis.or.kr/common/mast/movie/2012/12/96f1024407244be299b4cbdc327ab4eb.1,업사이드 다운.jpg,20120562,"장편 | 일반영화 | SF, 판타지 | 108분 0초 | 12세이상관람가 | 캐나다, 프랑스","필름,2D",[주연] 커스틴 던스트(에덴) | 짐 스터게스(아담)
527,론 서바이버,https://www.kobis.or.kr/common/mast/movie/2014/04/b7dd8a4a92a749c2ab7c260bda1a8727.jpg,론 서바이버.jpg,20147953,"장편 | 일반영화 | 액션, 드라마, 스릴러 | 121분 14초 | 15세이상관람가 | 미국","필름,2D",[주연] 마크 월버그 | 테일러 키취 | 에밀 허쉬 | 벤 포스터 | 에릭 바나
528,어느 가족,https://www.kobis.or.kr/common/mast/movie/2018/07/fe86739f99f7479e973a1171671ae4b2.jpg,어느 가족.jpg,20186121,장편 | 예술영화 | 드라마 | 120분 31초 | 15세이상관람가 | 일본,2D,[주연] 릴리 프랭키 | 안도 사쿠라 | 마츠오카 마유 | 키키 키린 | 죠 카이리 | 사사키 미유
529,발렌타인 데이,https://www.kobis.or.kr/common/mast/movie/2011/12/dea76f8241d244ac9052cf5186d5c1db.jpg,발렌타인 데이.jpg,20090945,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 125분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 제시카 알바 | 브래들리 쿠퍼 | 캐시 베이츠 | 제시카 비엘 | 에릭 댄 | 패트릭 뎀시 | 헥터 엘리존도 | 제이미 폭스 | 줄리아 로버츠 | 앤 해서웨이 | 애쉬튼 커처 | 퀸 라티파 | 테일러 로트너 | 조지 로페즈 | 셜리 맥클레인
530,방법: 재차의,https://www.kobis.or.kr/common/mast/movie/2021/07/9de2b8cc7bdc4b43869b53dc9055531d.jpg,방법- 재차의.jpg,20202185,"장편 | 일반영화 | 미스터리, 스릴러 | 109분 22초 | 15세이상관람가 | 한국",2D,[주연] 엄지원(임진희) | 정지소(백소진) | 정문성(정성준) | 김인권(김필성) | 고규필(탁 교수) | 권해효(이상인) | 오윤아(변미영) | 이설(제시)
531,아빠를 빌려드립니다,https://www.kobis.or.kr/common/mast/movie/2014/11/d8e22fe201ec4cd194ac87f0ac6d8e6b.jpg,아빠를 빌려드립니다.jpg,20136312,"장편 | 일반영화 | 코미디, 가족, 드라마 | 112분 21초 | 12세이상관람가 | 한국","필름,2D",[주연] 김상경 | 문정희 | 채정안 | 조재윤
532,자전차왕 엄복동,https://www.kobis.or.kr/common/mast/movie/2019/02/bbf85c7c12214c20ab698bd27ed1e8a1.jpg,자전차왕 엄복동.jpg,20176442,장편 | 일반영화 | 드라마 | 116분 10초 | 12세이상관람가 | 한국,2D,[주연] 정지훈 | 강소라(김형신) | 이범수 | 강문봉 | 이장원(경기장 진행요원)
533,조이,https://www.kobis.or.kr/common/mast/movie/2016/02/43e6e4806a204e718d0d61958567c3ca.jpg,조이.jpg,20158529,"장편 | 일반영화 | 코미디, 드라마 | 124분 5초 | 12세이상관람가 | 미국",2D,[주연] 제니퍼 로렌스 | 브래들리 쿠퍼 | 로버트 드 니로
534,더 프레데터,https://www.kobis.or.kr/common/mast/movie/2018/08/2d27bbd78d8f4f7aad79178a6a113f45.jpg,더 프레데터.jpg,20188581,"장편 | 일반영화 | SF, 액션, 스릴러 | 107분 51초 | 청소년관람불가 | 미국","2D,4D,IMAX",[주연] 올리비아 문 | 보이드 홀브룩 | 트레반트 로즈 | 스털링 K. 브라운 | 제이콥 트렘블레이
535,예수는 역사다,https://www.kobis.or.kr/common/mast/movie/2024/02/2f552a061c42486fbf0f41a599222712.jpg,예수는 역사다.jpg,20176562,장편 | 예술영화 | 드라마 | 113분 14초 | 전체관람가 | 미국,2D,[주연] 마이크 보겔 | 에리카 크리스틴슨 | 페이 더너웨이 | 로버트 포스터
536,19곰 테드 2,https://www.kobis.or.kr/common/mast/movie/2015/06/87261a4ada604a7f8db97378c325020b.jpg,19곰 테드 2.jpg,20156749,장편 | 일반영화 | 코미디 | 115분 22초 | 청소년관람불가 | 미국,"필름,2D",[주연] 마크 월버그 | 세스 맥팔레인 | 아만다 사이프리드 | 모건 프리먼 | 리암 니슨
537,그랑프리,https://www.kobis.or.kr/upload/up_img/2011/01/mov_218DEG_20110117114131_1.jpg,그랑프리.jpg,20100329,장편 | 일반영화 | 드라마 | 109분 0초 | 12세이상관람가 | 한국,"필름,2D",[주연] 김태희(서주희) | 양동근(이우석)
538,대배우,https://www.kobis.or.kr/common/mast/movie/2016/02/fd4f91a2e4104e33b7fea4eb573b8dbd.jpg,대배우.jpg,20150902,장편 | 일반영화 | 코미디 | 108분 0초 | 12세이상관람가 | 한국,2D,[주연] 오달수(장성필) | 윤제문(설강식) | 이경영(깐느 박) | 진경(지영)
539,새해전야,https://www.kobis.or.kr/common/mast/movie/2020/11/53ade924291544d38339732e68c37ca2.jpg,새해전야.jpg,20190323,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 114분 9초 | 12세이상관람가 | 한국",2D,[주연] 김강우(지호) | 유인나(효영) | 유연석(재헌) | 이연희(진아) | 이동휘(용찬) | 천두링(야오린) | 염혜란(용미) | 유태오(래환) | 최수영(오월) | 이희원(경기 중계진 목소리 · 스탠드 인) | 이유진(경기 중계진 목소리 · 스탠드 인)
540,매직브러시,https://www.kobis.or.kr/common/mast/movie/2016/04/550174b1cb2147288c23cd64776a3457.jpg,매직브러시.jpg,20162300,장편 | 예술영화 | 애니메이션 | 80분 59초 | 전체관람가 | 중국,2D,[주연] 김서영(히로) | 김경희(하나) | 박상훈(흑장군) | 홍진욱(백도사)
541,라스트베가스,https://www.kobis.or.kr/common/mast/movie/2014/04/16922a8d6e99467796d72448b453e294.jpg,라스트베가스.jpg,20147683,장편 | 일반영화 | 코미디 | 104분 52초 | 15세이상관람가 | 미국,"필름,2D",[주연] 마이클 더글라스 | 로버트 드 니로 | 모건 프리먼 | 케빈 클라인
542,렛 미 인,https://www.kobis.or.kr/upload/up_img/2011/03/mov_7EE1JB_20110323094329_1.jpg,렛 미 인.jpg,20101170,"장편 | 예술영화 | 드라마, 판타지, 공포(호러), 미스터리 | 116분 0초 | 15세이상관람가 | 영국, 미국","필름,2D",[주연] 코디 스밋 맥피(오웬) | 클로이 모레츠(애비) | 리차드 젠킨스(아버지)
543,노리개,https://www.kobis.or.kr/common/mast/movie/2013/04/d384da5cdef9448088f351c26b0ba3f6.jpg,노리개.jpg,20123201,장편 | 일반영화 | 드라마 | 95분 50초 | 청소년관람불가 | 한국,"필름,2D",[주연] 마동석 | 이승연 | 민지현
544,나는 아빠다,https://www.kobis.or.kr/upload/up_img/2011/03/mov_8IHGA8_20110331133350_1.jpg,나는 아빠다.jpg,20119989,"장편 | 일반영화 | 액션, 드라마 | 99분 0초 | 청소년관람불가 | 한국","필름,2D",[주연] 김새론 | 김승우 | 최정윤 | 손병호(나상만)
545,진범,https://www.kobis.or.kr/common/mast/movie/2019/07/dc50c679eeaa411ba9e2e888ab52cc3e.jpg,진범.jpg,20185986,장편 | 일반영화 | 스릴러 | 100분 5초 | 15세이상관람가 | 한국,2D,[주연] 송새벽 | 유선 | 장혁진
546,비밀애,https://www.kobis.or.kr/upload/up_img/cleansing/07/mov_20100107_8.jpg,비밀애.jpg,20100107,장편 | 일반영화 | 멜로/로맨스 | 111분 0초 | 청소년관람불가 | 한국,"필름,2D",[주연] 유지태(진우/ 진호) | 윤진서
547,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,https://www.kobis.or.kr/common/mast/movie/2017/08/20165436fee642fdb67ee7caa7ca44ad.jpg,극장판 도라에몽- 진구의 남극 꽁꽁 대모험.jpg,20179085,"장편 | 일반영화 | 애니메이션, SF, 가족, 어드벤처 | 100분 40초 | 전체관람가 | 일본",2D,[주연] 미즈타 와사비 | 오오하라 메구미 | 카카즈 유미
548,극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,https://www.kobis.or.kr/common/mast/movie/2014/08/cf4c10cae489456eb449e1c8e8152799.jpg,극장판 도라에몽- 진구의 아프리카 모험 ~베코와 5인의 탐험대~.jpg,20140181,"장편 | 일반영화 | 애니메이션, 어드벤처 | 109분 25초 | 전체관람가 | 일본","필름,2D",[주연] 미즈타 와사비 | 오오하라 메구미
549,극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,https://www.kobis.or.kr/common/mast/movie/2012/06/eca81e24c83443d5942ed1f88dd1dc62.jpg,극장판 도라에몽- 진구와 기적의 섬 애니멀 어드벤처.jpg,20127266,"장편 | 일반영화 | 애니메이션, 어드벤처 | 100분 0초 | 전체관람가 | 일본","필름,2D",[주연] 미즈타 와사비 | 오오하라 메구미 | 카카즈 유미
550,스플라이스,https://www.kobis.or.kr/upload/up_img/cleansing/43/mov_20090943_1.jpg,스플라이스.jpg,20090943,"장편 | 일반영화 | SF, 공포(호러), 스릴러 | 103분 0초 | 청소년관람불가 | 캐나다","필름,2D",[주연] 애드리언 브로디 | 사라 폴리
551,킬러 엘리트,https://www.kobis.or.kr/upload/up_img/2011/09/mov_HJF92F_20110908153814_1.jpg,킬러 엘리트.jpg,20111893,"장편 | 일반영화 | 스릴러, 액션 | 116분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 로버트 드 니로(헌터 ) | 클라이브 오웬(스파이크 ) | 제이슨 스타뎀(데니 )
552,김복남 살인사건의 전말,https://www.kobis.or.kr/upload/up_img/cleansing/81/mov_20100281_8.jpg,김복남 살인사건의 전말.jpg,20100281,"장편 | 예술영화 | 스릴러, 드라마 | 115분 0초 | 청소년관람불가 | 한국","필름,2D",[주연] 서영희(복남) | 백수련(동호할매) | 박정학(만종) | 이강희(다방레지) | 지성원(해원)
553,더 페이버릿: 여왕의 여자,https://www.kobis.or.kr/common/mast/movie/2019/02/a7c7332548354a7186a5fac286569724.jpg,더 페이버릿- 여왕의 여자.jpg,20180937,장편 | 예술영화 | 드라마 | 119분 21초 | 15세이상관람가 | 미국,2D,[주연] 올리비아 콜맨 | 엠마 스톤 | 레이첼 와이즈 | 니콜라스 홀트 | 마크 게티스 | 조 알윈
554,세이프 하우스,https://www.kobis.or.kr/common/mast/movie/2012/02/b7c7cb6f1ab848bca4f7c395bda9b834.jpg,세이프 하우스.jpg,20124449,"장편 | 일반영화 | 액션, 스릴러 | 115분 0초 | 15세이상관람가 | 미국, 남아프리카공화국","필름,2D",[주연] 덴젤 워싱턴 | 라이언 레이놀즈
555,무법자,https://www.kobis.or.kr/upload/up_img/cleansing/75/mov_20100075_3.jpg,무법자.jpg,20100075,"장편 | 일반영화 | 드라마, 범죄, 스릴러 | 94분 0초 | 청소년관람불가 | 한국","필름,2D","[주연] 감우성(강력반 형사, 오정수) | 장신영(여형사, 한소영) | 이승민(피해자, 정지현)"
556,다크아워,https://www.kobis.or.kr/common/mast/movie/2011/12/a0a218c3ebe44821a4247d595528f5a5.jpg,다크아워.jpg,20113652,"장편 | 일반영화 | SF, 액션 | 89분 0초 | 12세이상관람가 | 미국","필름,2D,3D,4D",[주연] 에밀 허쉬 | 올리비아 썰비
557,아메리칸 울트라,https://www.kobis.or.kr/common/mast/movie/2015/08/d1d678503c6d43c095f69d4614cb0a92.jpg,아메리칸 울트라.jpg,20152866,"장편 | 일반영화 | 액션, 코미디 | 95분 33초 | 청소년관람불가 | 미국","필름,2D",[주연] 제시 아이젠버그(마이크 하웰) | 크리스틴 스튜어트(피비) | 코니 브리튼(라세터) | 토퍼 그레이스(예이츠) | 월튼 고긴스(래퍼) | 존 레귀자모(로즈)
558,트랜스포터: 리퓰드,https://www.kobis.or.kr/common/mast/movie/2015/10/f59b7f38d39142778b7413a2e08c85ae.jpg,트랜스포터- 리퓰드.jpg,20153201,"장편 | 일반영화 | 액션, 범죄, 스릴러 | 85분 51초 | 15세이상관람가 | 프랑스, 중국","필름,2D",[주연] 에드 스크레인 | 론 샤바놀
559,빅,https://www.kobis.or.kr/common/mast/movie/2016/07/f4958f1604804d52add8faf1c16f834b.jpg,빅.jpg,20165561,"장편 | 예술영화 | 애니메이션, 어드벤처, 코미디, 가족 | 91분 43초 | 전체관람가 | 미국, 인도",2D,
560,고장난 론,https://www.kobis.or.kr/common/mast/movie/2021/10/021690c26fbd40b0a9cffe518f78af98.jpg,고장난 론.jpg,20210865,장편 | 일반영화 | 애니메이션 | 106분 40초 | 전체관람가 | 미국,2D,[주연] 자크 갈리피아나키스(론) | 잭 딜런 그레이저(바니) | 올리비아 콜맨 | 에드 헬름스
561,더 큐어,https://www.kobis.or.kr/common/mast/movie/2017/02/9075dccd44f94c63a6668da558d30537.jpg,더 큐어.jpg,20167362,"장편 | 일반영화 | 미스터리, 스릴러 | 146분 17초 | 청소년관람불가 | 미국, 독일",2D,[주연] 데인 드한 | 제이슨 아이삭스 | 미아 고스 | 셀리아 아임리
562,더 자이언트,https://www.kobis.or.kr/common/mast/movie/2013/01/8059a22790e846ce957b44828ed6e84c.jpg,더 자이언트.jpg,20123821,"장편 | 일반영화 | 애니메이션 | 90분 0초 | 전체관람가 | 미국, 태국","필름,2D",[주연] 김준현(빅그린) | 정범균(무무) | 김지민(녹순이)
563,회복,https://www.kobis.or.kr/upload/up_img/cleansing/27/mov_20100027_12.jpg,회복.jpg,20100027,"장편 | 예술영화 | 다큐멘터리 | 94분 0초 | 12세이상관람가 | 한국, 이스라엘","필름,2D",[주연] 박지윤
564,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,https://www.kobis.or.kr/common/mast/movie/2018/09/aadb7094c17f4a68884e0f8086ff4734.jpg,극장판 요괴워치 섀도사이드- 도깨비왕의 부활.jpg,20188304,장편 | 일반영화 | 애니메이션 | 103분 0초 | 전체관람가 | 일본,2D,[주연] 여민정 | 김지율 | 홍범기 | 신용우 | 이호산
565,어브덕션,https://www.kobis.or.kr/upload/up_img/2011/08/mov_CDDC07_20110826155135_1.jpg,어브덕션.jpg,20111892,"장편 | 일반영화 | 액션, 드라마, 미스터리 | 105분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 시고니 위버 | 릴리 콜린스 | 테일러 로트너
566,써커 펀치,https://www.kobis.or.kr/upload/up_img/2011/03/mov_7JHC20_20110323162135_1.jpg,써커 펀치.jpg,20119854,장편 | 일반영화 | 액션 | 110분 0초 | 15세이상관람가 | 미국,"필름,2D,IMAX",[주연] 바네사 허진스(블론디) | 지나 말론(로켓) | 에밀리 브라우닝(베이비돌) | 애비 코니시(스윗 피)
567,빨간모자의 진실 2,https://www.kobis.or.kr/upload/up_img/2011/06/mov_I15CBB_20110601140111_1.jpg,빨간모자의 진실 2.jpg,20090922,장편 | 일반영화 | 애니메이션 | 84분 0초 | 전체관람가 | 미국,"필름,2D,3D,4D",[주연] 이시영(빨간모자) | 김수미(할머니) | 노홍철(날다람쥐) | 헤이든 파네티어(빨간모자 (영어 목소리))
568,아메리칸 허슬,https://www.kobis.or.kr/common/mast/movie/2014/02/bf496fec7ad3467aa341cda59db0edfa.jpg,아메리칸 허슬.jpg,20136887,"장편 | 예술영화 | 범죄, 드라마 | 137분 51초 | 청소년관람불가 | 미국","필름,2D",[주연] 크리스찬 베일(어빙 로젠펠드) | 에이미 아담스(시드니 프로저) | 브래들리 쿠퍼(리치 디마소) | 제니퍼 로렌스(로잘린 로렌스) | 제레미 레너(카마인 폴리토)
569,아토믹 블론드,https://www.kobis.or.kr/common/mast/movie/2017/07/357c0007f49a426f83cca6f33f7cfcf2.jpg,아토믹 블론드.jpg,20179491,장편 | 일반영화 | 액션 | 114분 29초 | 청소년관람불가 | 미국,2D,[주연] 샤를리즈 테론 | 제임스 맥어보이 | 소피아 부텔라 | 존 굿맨 | 토비 존스
570,레고 닌자고 무비,https://www.kobis.or.kr/common/mast/movie/2017/09/c0a72f2109ff4c9396ee8af60d3c9def.jpg,레고 닌자고 무비.jpg,20170364,"장편 | 일반영화 | 애니메이션, 액션, 코미디, 어드벤처, 가족 | 101분 24초 | 전체관람가 | 미국","2D,3D",
571,최강전사 미니특공대 : 새로운 악당의 습격,https://www.kobis.or.kr/common/mast/movie/2015/02/6514c951bf724bcb9ce44fcbccdce498.jpg,최강전사 미니특공대 - 새로운 악당의 습격.jpg,20156441,장편 | 일반영화 | 애니메이션 | 61분 46초 | 전체관람가 | 한국,"필름,2D",[주연] 엄상현 | 전태열 | 신용우
572,크레이지 리치 아시안,https://www.kobis.or.kr/common/mast/movie/2018/10/4667197ddc7f48ada475484ab2e85c0a.jpg,크레이지 리치 아시안.jpg,20182403,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 120분 0초 | 12세이상관람가 | 미국",2D,[주연] 콘스탄스 우 | 헨리 골딩 | 양자경 | 젬마 찬 | 아콰피나 | 니코 산토스 | 켄 정
573,킥 애스: 영웅의 탄생,https://www.kobis.or.kr/upload/up_img/cleansing/69/mov_20100169_3.jpg,킥 애스- 영웅의 탄생.jpg,20100169,"장편 | 일반영화 | 액션, 어드벤처, 코미디 | 117분 0초 | 청소년관람불가 | 영국, 미국","필름,2D",[주연] 애론 테일러 존슨(데이브/킥 애스) | 클로이 모레츠(민디/힛 걸) | 니콜라스 케이지(데이먼/빅 대디) | 마크 스트롱(프랭크 )
574,폴리스 스토리 2014,https://www.kobis.or.kr/common/mast/movie/2014/01/e92d159a18084cf3b9bbdd978f4050d3.jpg,폴리스 스토리 2014.jpg,20147250,"장편 | 일반영화 | 액션, 범죄, 드라마, 스릴러 | 110분 32초 | 15세이상관람가 | 중국","필름,2D",[주연] 성룡 | 유엽
575,더 레이븐,https://www.kobis.or.kr/common/mast/movie/2012/06/c174e81f34b841ac8aa026ff74b6eda1.jpg,더 레이븐.jpg,20113821,"장편 | 일반영화 | 스릴러, 미스터리 | 110분 0초 | 청소년관람불가 | 미국, 헝가리, 스페인","필름,2D",[주연] 존 쿠삭  | 루크 에반스 | 앨리스 이브
576,타오르는 여인의 초상,https://www.kobis.or.kr/common/mast/movie/2019/12/14c04d7012bb420e9eab6a537c4f35d3.jpg,타오르는 여인의 초상.jpg,20198676,장편 | 예술영화 | 드라마 | 121분 22초 | 15세이상관람가 | 프랑스,2D,[주연] 아델 에넬 | 노에미 멜랑
577,트롤: 월드 투어,https://www.kobis.or.kr/common/mast/movie/2020/03/aef49d7a08bc431d9a82bf10b8ec9e1a.jpg,트롤- 월드 투어.jpg,20205402,"장편 | 일반영화 | 애니메이션, 어드벤처, 코미디 | 90분 44초 | 전체관람가 | 미국",2D,[주연] 안나 켄드릭 | 저스틴 팀버레이크
578,시카리오: 암살자의 도시,https://www.kobis.or.kr/common/mast/movie/2015/11/b90cb14e2d744d6d8c26617f7ffb70cd.jpg,시카리오- 암살자의 도시.jpg,20155423,"장편 | 예술영화 | 범죄, 미스터리, 스릴러 | 121분 11초 | 청소년관람불가 | 미국","필름,2D",[주연] 에밀리 블런트 | 베니치오 델 토로 | 조슈 브롤린
579,익스펜더블 3,https://www.kobis.or.kr/common/mast/movie/2014/08/28f9c552da1a46fb865e4a856ef512ec.jpg,익스펜더블 3.jpg,20149818,"장편 | 일반영화 | 액션, 어드벤처, 스릴러 | 126분 18초 | 15세이상관람가 | 미국","필름,2D",[주연] 실베스터 스탤론 | 제이슨 스타뎀 | 안토니오 반데라스 | 이연걸 | 웨슬리 스나입스 | 돌프 룬드그렌 | 멜 깁슨 | 해리슨 포드 | 아놀드 슈왈제네거
580,아메리칸 셰프,https://www.kobis.or.kr/common/mast/movie/2014/12/e83a7fd41b324665b87d514a3063716e.jpg,아메리칸 셰프.jpg,20140609,장편 | 예술영화 | 코미디 | 114분 27초 | 15세이상관람가 | 미국,"필름,2D",[주연] 존 파브로 | 엠제이 안소니 | 소피아 베르가라 | 스칼렛 요한슨 | 더스틴 호프만 | 로버트 다우니 주니어 | 존 레귀자모
581,히든 카드,https://www.kobis.or.kr/common/mast/movie/2013/09/f23b3f32e96f4242b3e80c48e4eaabdc.jpg,히든 카드.jpg,20131630,"장편 | 일반영화 | 범죄, 스릴러 | 91분 22초 | 청소년관람불가 | 미국","필름,2D",[주연] 저스틴 팀버레이크 | 벤 애플렉 | 젬마 아터튼
582,달빛궁궐,https://www.kobis.or.kr/common/mast/movie/2016/08/34b04ecdfdf24259844e6af6c92bb2e2.jpg,달빛궁궐.jpg,20166541,"장편 | 일반영화 | 애니메이션, 판타지, 어드벤처 | 80분 9초 | 전체관람가 | 한국",2D,[주연] 김서영(현주리 목소리 ) | 이하늬(매화부인 목소리) | 권율(원 목소리) | 김슬기(다람이 목소리)
583,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,https://www.kobis.or.kr/common/mast/movie/2015/04/ea2de4345972401992e94ee7fab40db4.jpg,짱구는 못말려 극장판 - 정면승부! 로봇아빠의 역습.jpg,20158461,"장편 | 일반영화 | 애니메이션, 코미디, 어드벤처 | 96분 49초 | 전체관람가 | 일본","필름,2D",
584,다운사이징,https://www.kobis.or.kr/common/mast/movie/2017/11/e5eed536d94141ecb4f6e3ce361851cd.jpg,다운사이징.jpg,20173547,"장편 | 일반영화 | 드라마, 코미디 | 135분 12초 | 15세이상관람가 | 미국",2D,[주연] 맷 데이먼(폴 사프라넥) | 크리스틴 위그(오드리 사프라넥) | 크리스토프 왈츠(두샨 미르코비치) | 제이슨 서디키스(데이브 존슨)
585,미스터트롯: 더 무비,https://www.kobis.or.kr/common/mast/movie/2020/10/30fc28151dd44264946fc02e420ba984.jpg,미스터트롯- 더 무비.jpg,20208508,장편 | 일반영화 | 공연 | 119분 52초 | 전체관람가 | 한국,2D,[작사/작곡/편곡] 앤사운드
586,비정규직 특수요원,https://www.kobis.or.kr/common/mast/movie/2017/03/6853e8c4916e4523850435f411326aa3.jpg,비정규직 특수요원.jpg,20167905,"장편 | 일반영화 | 코미디, 액션 | 117분 0초 | 15세이상관람가 | 한국",2D,[주연] 강예원(장영실) | 한채아(나정안)
587,워킹걸,https://www.kobis.or.kr/common/mast/movie/2015/01/f01f1c54b4ef4b61b62490b2c7ca4c36.jpg,워킹걸.jpg,20147947,"장편 | 일반영화 | 코미디, 멜로/로맨스 | 111분 37초 | 청소년관람불가 | 한국","필름,2D",[주연] 조여정(백보희) | 클라라 | 김태우(구강성)
588,레고 배트맨 무비,https://www.kobis.or.kr/common/mast/movie/2017/01/a118e715775c46ff8905c68073833e8c.jpg,레고 배트맨 무비.jpg,20162873,"장편 | 일반영화 | 애니메이션, 액션, 코미디 | 104분 24초 | 전체관람가 | 미국","2D,3D,4D,IMAX",[주연] 윌 아넷 | 로자리오 도슨 | 랄프 파인즈 | 마이클 세라
589,미스컨덕트,https://www.kobis.or.kr/common/mast/movie/2016/02/d162c7642a7642308cf1de565ee8176f.jpg,미스컨덕트.jpg,20162161,"장편 | 일반영화 | 범죄, 스릴러 | 105분 12초 | 15세이상관람가 | 미국",2D,[주연] 알 파치노 | 안소니 홉킨스 | 조쉬 더하멜 | 이병헌(히트맨)
